index,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,day_of_trip,pickup_zip,pickup_borough,dropoff_zip,dropoff_borough
593,id2657420,1,1/23/16 0:06,1/23/16 0:27,1,-73.98210144,40.74590302,-73.99384308,40.68325043,Saturday,10016,Manhattan,11231,Brooklyn
594,id1221003,2,5/22/16 14:00,5/22/16 14:03,2,-73.96476746,40.75566864,-73.96618652,40.76200104,Sunday,10022,Manhattan,10022,Manhattan
595,id2930554,2,4/20/16 11:28,4/20/16 11:37,1,-73.97937775,40.76713181,-73.97219086,40.78131866,Wednesday,10023,Manhattan,10024,Manhattan
596,id2870933,2,4/1/16 0:19,4/1/16 0:22,2,-74.00280762,40.72358704,-73.99976349,40.73041534,Friday,10012,Manhattan,10012,Manhattan
597,id3129935,1,2/16/16 13:48,2/16/16 14:00,2,-73.94911957,40.78525925,-73.94694519,40.79574585,Tuesday,10128,Manhattan,10029,Manhattan
598,id0217206,2,3/24/16 21:47,3/24/16 21:56,1,-73.97509766,40.75463867,-73.99555206,40.73588943,Thursday,10017,Manhattan,10011,Manhattan
599,id0249249,1,1/20/16 1:22,1/20/16 1:25,1,-73.98469543,40.75846863,-73.99248505,40.74494553,Wednesday,10036,Manhattan,10001,Manhattan
600,id3129705,2,1/6/16 0:20,1/6/16 0:24,1,-73.97271729,40.74938965,-73.96711731,40.7566185,Wednesday,10017,Manhattan,10022,Manhattan
601,id1556806,1,2/3/16 7:23,2/3/16 7:35,1,-73.98731995,40.7685051,-73.97409058,40.75982666,Wednesday,10019,Manhattan,10022,Manhattan
602,id2823249,2,4/12/16 19:57,4/12/16 20:10,1,-73.98505402,40.75328064,-73.99092102,40.77091599,Tuesday,10018,Manhattan,10019,Manhattan
603,id1937747,2,3/8/16 7:36,3/8/16 7:40,6,-73.99313354,40.7678566,-73.98301697,40.76774597,Tuesday,10019,Manhattan,10019,Manhattan
604,id1175263,1,4/16/16 17:17,4/16/16 17:29,1,-73.97830963,40.75347137,-73.99158478,40.75004196,Saturday,10017,Manhattan,10001,Manhattan
605,id1999486,1,5/22/16 15:55,5/22/16 16:05,2,-73.9822464,40.76221848,-73.99575043,40.74399185,Sunday,10019,Manhattan,10011,Manhattan
608,id2116614,2,4/4/16 19:14,4/4/16 19:17,1,-73.97509766,40.76512146,-73.9707489,40.7605896,Monday,10019,Manhattan,10022,Manhattan
609,id0704699,1,2/16/16 15:51,2/16/16 16:01,1,-73.99104309,40.74491501,-73.97962189,40.76060486,Tuesday,10001,Manhattan,10020,Manhattan
610,id0909228,1,5/8/16 15:02,5/8/16 15:17,1,-73.98851013,40.74293518,-74.01062012,40.72350693,Sunday,10010,Manhattan,10013,Manhattan
611,id0846940,2,5/9/16 14:07,5/9/16 14:32,1,-74.00293732,40.72832108,-73.97522736,40.74451828,Monday,10014,Manhattan,10016,Manhattan
612,id2584470,1,6/10/16 0:51,6/10/16 1:07,1,-74.0003891,40.73242188,-73.95544434,40.76574326,Friday,10014,Manhattan,10021,Manhattan
613,id1936858,1,2/2/16 18:16,2/2/16 18:18,1,-73.96829224,40.79678726,-73.96225739,40.80226135,Tuesday,10025,Manhattan,10025,Manhattan
614,id2702727,1,3/4/16 19:58,3/4/16 20:07,1,-74.0067749,40.71618271,-73.99253082,40.7240715,Friday,10007,Manhattan,10002,Manhattan
615,id1074936,1,5/29/16 23:55,5/30/16 0:00,1,-73.97192383,40.74735641,-73.97999573,40.73352432,Sunday,10016,Manhattan,10009,Manhattan
616,id1613182,2,2/25/16 21:36,2/25/16 21:56,1,-74.00566864,40.71779633,-73.97205353,40.7473259,Thursday,10013,Manhattan,10016,Manhattan
617,id2310579,1,1/22/16 11:11,1/22/16 11:37,1,-74.00289154,40.74477768,-73.96363831,40.76577759,Friday,10011,Manhattan,10065,Manhattan
619,id1979413,2,6/26/16 18:35,6/26/16 18:46,5,-74.00550079,40.70938873,-73.98052216,40.72179031,Sunday,10038,Manhattan,10009,Manhattan
620,id0567555,2,1/13/16 22:37,1/13/16 22:53,3,-73.97888184,40.72396088,-73.94206238,40.79539108,Wednesday,10009,Manhattan,10029,Manhattan
621,id2034134,1,1/26/16 10:10,1/26/16 10:18,1,-74.0062027,40.73413086,-73.99443054,40.73639679,Tuesday,10014,Manhattan,10011,Manhattan
622,id3152592,2,2/25/16 12:25,2/25/16 12:30,2,-73.98873901,40.75185776,-73.98373413,40.75286102,Thursday,10018,Manhattan,10018,Manhattan
623,id0856966,2,4/25/16 10:50,4/25/16 11:04,1,-73.99030304,40.75671387,-73.95669556,40.76800537,Monday,10036,Manhattan,10021,Manhattan
624,id2235544,1,1/12/16 21:53,1/12/16 21:57,1,-73.94441223,40.71473312,-73.94482422,40.72558594,Tuesday,11211,Brooklyn,11222,Brooklyn
625,id1623771,2,3/10/16 11:33,3/10/16 11:51,1,-74.00092316,40.73185349,-73.9817276,40.74945068,Thursday,10014,Manhattan,10016,Manhattan
626,id3234283,2,3/21/16 7:38,3/21/16 7:43,1,-73.94727325,40.77991867,-73.95586395,40.77961349,Monday,10128,Manhattan,10028,Manhattan
628,id0761430,2,6/5/16 21:12,6/5/16 21:19,2,-73.98609924,40.76210022,-73.96864319,40.75600052,Sunday,10019,Manhattan,10022,Manhattan
629,id1174904,2,2/20/16 21:20,2/20/16 21:23,5,-73.97141266,40.75091171,-73.9766922,40.74375916,Saturday,10017,Manhattan,10016,Manhattan
630,id2357219,2,6/8/16 21:29,6/8/16 21:48,1,-73.98532104,40.75802612,-74.01719666,40.71157074,Wednesday,10036,Manhattan,10280,Manhattan
632,id0244490,2,3/12/16 9:04,3/12/16 9:26,1,-73.98551178,40.76023865,-74.01147461,40.71468353,Saturday,10036,Manhattan,10007,Manhattan
633,id0476703,1,3/1/16 16:31,3/1/16 16:42,1,-73.95227051,40.82420349,-73.93804169,40.8555069,Tuesday,10031,Manhattan,10033,Manhattan
634,id0205616,2,6/20/16 21:03,6/20/16 21:06,1,-73.9595108,40.78268814,-73.96879578,40.77004242,Monday,10128,Manhattan,10065,Manhattan
635,id0015649,2,1/22/16 23:11,1/22/16 23:21,2,-73.97834015,40.74544144,-73.98726654,40.75567245,Friday,10016,Manhattan,10036,Manhattan
636,id1622754,2,2/1/16 20:46,2/1/16 21:20,1,-73.98249817,40.74781036,-74.00965881,40.70785522,Monday,10016,Manhattan,10005,Manhattan
638,id0477521,1,2/19/16 4:03,2/19/16 4:12,1,-74.00643158,40.7335434,-73.97808838,40.73648834,Friday,10014,Manhattan,10010,Manhattan
639,id0132454,2,5/9/16 14:08,5/9/16 14:30,1,-73.97605896,40.74472427,-74.00978088,40.72232056,Monday,10016,Manhattan,10013,Manhattan
640,id0331003,2,4/15/16 7:38,4/15/16 7:41,1,-73.96386719,40.77373886,-73.95649719,40.78403091,Friday,10021,Manhattan,10128,Manhattan
641,id1381183,1,2/17/16 7:30,2/17/16 7:38,1,-73.96463013,40.76971817,-73.9468689,40.7719841,Wednesday,10021,Manhattan,10028,Manhattan
642,id3757027,2,6/5/16 22:54,6/5/16 23:06,1,-73.97545624,40.75255966,-74.01049805,40.70457077,Sunday,10017,Manhattan,10004,Manhattan
643,id3843842,2,6/28/16 23:31,6/28/16 23:46,1,-73.9814682,40.77880096,-73.94055176,40.81439972,Tuesday,10023,Manhattan,10037,Manhattan
644,id1937195,1,6/16/16 8:21,6/16/16 8:44,1,-74.0094223,40.71282196,-73.98134613,40.75381088,Thursday,10007,Manhattan,10036,Manhattan
645,id1111113,2,2/1/16 14:47,2/1/16 15:18,1,-74.00392151,40.74222183,-73.95729065,40.80521011,Monday,10011,Manhattan,10026,Manhattan
646,id2463093,2,1/17/16 0:55,1/17/16 1:13,1,-74.00035095,40.73011017,-73.97814941,40.7804718,Sunday,10012,Manhattan,10023,Manhattan
647,id3514394,2,3/31/16 12:06,3/31/16 12:16,1,-73.96936798,40.76326752,-73.95220184,40.784729,Thursday,10022,Manhattan,10128,Manhattan
648,id0736521,1,4/16/16 1:23,4/16/16 1:29,2,-73.95697784,40.71459961,-73.95363617,40.72888565,Saturday,11211,Brooklyn,11222,Brooklyn
649,id0153673,2,5/25/16 8:00,5/25/16 8:10,6,-74.00785828,40.70529556,-74.01348114,40.71526337,Wednesday,10005,Manhattan,10007,Manhattan
650,id0412621,1,4/9/16 20:41,4/9/16 20:57,1,-73.97929382,40.7637558,-73.9885788,40.73126984,Saturday,10019,Manhattan,10003,Manhattan
652,id0366084,2,5/8/16 0:44,5/8/16 0:50,1,-73.99330902,40.75019073,-74.00499725,40.74222946,Sunday,10001,Manhattan,10011,Manhattan
655,id0564872,2,1/20/16 19:23,1/20/16 19:53,2,-73.99266815,40.75408936,-73.97318268,40.69326019,Wednesday,10018,Manhattan,11205,Brooklyn
656,id2352567,1,4/12/16 20:44,4/12/16 20:58,1,-73.97826385,40.76287842,-73.96569061,40.80068207,Tuesday,10019,Manhattan,10025,Manhattan
657,id0554991,1,6/29/16 19:57,6/29/16 20:08,1,-73.9829483,40.76791763,-73.96599579,40.76850128,Wednesday,10019,Manhattan,10065,Manhattan
658,id2569084,1,2/5/16 19:31,2/5/16 19:39,1,-73.98243713,40.74031448,-73.9603653,40.7618103,Friday,10010,Manhattan,10065,Manhattan
659,id2807512,2,6/30/16 16:32,6/30/16 17:09,5,-73.97730255,40.75376129,-74.00682068,40.73099136,Thursday,10017,Manhattan,10014,Manhattan
660,id1518507,1,4/21/16 18:57,4/21/16 19:19,1,-74.00514984,40.75140381,-73.96777344,40.76601028,Thursday,10001,Manhattan,10065,Manhattan
661,id2305320,2,3/3/16 21:41,3/3/16 21:49,1,-73.99759674,40.75637817,-73.9892807,40.7455101,Thursday,10018,Manhattan,10001,Manhattan
662,id3823668,2,4/25/16 15:59,4/25/16 16:03,3,-73.94998932,40.78974915,-73.93876648,40.80474854,Monday,10029,Manhattan,10035,Manhattan
663,id0037351,2,6/8/16 19:16,6/8/16 19:42,1,-73.95353699,40.76675034,-73.99511719,40.74398041,Wednesday,10021,Manhattan,10011,Manhattan
664,id0573653,1,4/20/16 18:18,4/20/16 18:36,1,-73.95580292,40.76400757,-73.97536469,40.75233078,Wednesday,10065,Manhattan,10017,Manhattan
665,id1388849,2,5/8/16 11:28,5/8/16 11:53,1,-73.99340057,40.74971008,-73.99815369,40.72013855,Sunday,10001,Manhattan,10013,Manhattan
666,id1000147,2,6/10/16 15:55,6/10/16 15:59,1,-73.99736023,40.74676132,-73.99447632,40.74752045,Friday,10001,Manhattan,10001,Manhattan
667,id3033963,2,1/12/16 0:29,1/12/16 0:44,1,-73.93795013,40.81254959,-73.99607086,40.76395035,Tuesday,10037,Manhattan,10036,Manhattan
668,id3164647,1,3/9/16 10:40,3/9/16 10:48,2,-73.9916687,40.74963379,-73.97727203,40.75069046,Wednesday,10001,Manhattan,10017,Manhattan
669,id3177384,2,6/13/16 18:15,6/13/16 18:26,6,-73.97042847,40.74913025,-73.98857117,40.74866867,Monday,10017,Manhattan,10001,Manhattan
670,id2553221,1,2/16/16 23:05,2/16/16 23:21,2,-73.99422455,40.72642517,-73.96411133,40.77365875,Tuesday,10012,Manhattan,10021,Manhattan
671,id1904594,1,2/4/16 12:25,2/4/16 12:35,4,-73.99105835,40.75553131,-73.98719788,40.75925446,Thursday,10018,Manhattan,10036,Manhattan
672,id1054281,2,1/10/16 13:42,1/10/16 13:53,1,-73.99123383,40.75000763,-73.98770142,40.76012421,Sunday,10001,Manhattan,10036,Manhattan
673,id3763686,2,5/22/16 11:48,5/22/16 12:05,1,-73.9875946,40.72161865,-73.96612549,40.76199341,Sunday,10002,Manhattan,10022,Manhattan
674,id1696276,1,1/5/16 18:59,1/5/16 19:10,3,-73.97223663,40.759552,-73.95347595,40.77701187,Tuesday,10022,Manhattan,10028,Manhattan
675,id3908859,1,3/5/16 0:01,3/5/16 0:18,2,-73.96385956,40.76134491,-73.90904236,40.77166367,Saturday,10022,Manhattan,11105,Queens
676,id1819147,2,1/8/16 15:32,1/8/16 15:42,1,-73.98553467,40.76783752,-73.99898529,40.75370026,Friday,10019,Manhattan,10001,Manhattan
678,id0350661,1,5/22/16 0:30,5/22/16 1:02,2,-73.9499054,40.7807045,-74.00527954,40.73334122,Sunday,10128,Manhattan,10014,Manhattan
679,id2426559,1,2/15/16 19:01,2/15/16 19:13,2,-74.00588226,40.73587799,-73.99964142,40.72350311,Monday,10014,Manhattan,10012,Manhattan
680,id1132903,1,5/11/16 11:15,5/11/16 11:48,1,-73.96022797,40.78125381,-73.97559357,40.75854874,Wednesday,10028,Manhattan,10022,Manhattan
681,id2920235,2,6/5/16 1:00,6/5/16 1:08,1,-74.005867,40.74011993,-74.00402069,40.72089005,Sunday,10014,Manhattan,10013,Manhattan
682,id2171557,2,3/13/16 14:48,3/13/16 15:01,4,-73.96069336,40.77249146,-73.9848175,40.73649979,Sunday,10021,Manhattan,10003,Manhattan
683,id2826811,2,4/10/16 21:52,4/10/16 22:02,1,-73.98215485,40.73186111,-73.95155334,40.77097702,Sunday,10009,Manhattan,10075,Manhattan
684,id1929994,1,5/26/16 11:46,5/26/16 11:55,1,-73.96717834,40.7559166,-73.959198,40.76343155,Thursday,10022,Manhattan,10065,Manhattan
685,id3614343,1,6/16/16 23:42,6/16/16 23:47,1,-73.98519897,40.74777985,-73.97904968,40.74126434,Thursday,10016,Manhattan,10016,Manhattan
686,id0245800,2,5/12/16 16:58,5/12/16 17:23,5,-73.97444153,40.77802658,-73.98638153,40.75350952,Thursday,10023,Manhattan,10018,Manhattan
687,id1212273,1,2/14/16 17:34,2/14/16 17:40,2,-73.98117065,40.72083664,-73.98616791,40.73017883,Sunday,10002,Manhattan,10003,Manhattan
688,id3404596,2,3/2/16 8:56,3/2/16 9:05,6,-73.98925018,40.75625992,-73.97212982,40.76340866,Wednesday,10036,Manhattan,10022,Manhattan
689,id3171288,2,3/20/16 20:31,3/20/16 20:33,1,-73.98486328,40.73255157,-73.98889923,40.7269516,Sunday,10003,Manhattan,10003,Manhattan
690,id2816240,1,4/17/16 8:03,4/17/16 8:17,1,-73.96957397,40.79786301,-73.99505615,40.74985886,Sunday,10025,Manhattan,10001,Manhattan
692,id0937319,1,2/9/16 23:27,2/9/16 23:30,1,-73.96277618,40.77549362,-73.95108795,40.78605652,Tuesday,10075,Manhattan,10029,Manhattan
693,id1354053,1,4/1/16 16:30,4/1/16 16:33,2,-73.98716736,40.72108078,-73.98251343,40.7196312,Friday,10002,Manhattan,10002,Manhattan
694,id3552614,1,2/26/16 19:05,2/26/16 19:21,1,-73.99192047,40.76460648,-73.95440674,40.76729202,Friday,10019,Manhattan,10021,Manhattan
695,id0194083,2,5/22/16 21:42,5/22/16 22:00,4,-73.99011993,40.71416855,-74.00631714,40.73366928,Sunday,10002,Manhattan,10014,Manhattan
696,id3522352,1,3/16/16 0:24,3/16/16 0:34,1,-74.0013504,40.73127365,-73.98073578,40.77085876,Wednesday,10014,Manhattan,10023,Manhattan
698,id2611097,2,5/27/16 14:35,5/27/16 15:04,1,-73.95526123,40.76874161,-73.98822784,40.74747086,Friday,10021,Manhattan,10001,Manhattan
699,id2623219,1,6/17/16 8:38,6/17/16 8:50,1,-73.98251343,40.76251984,-73.98192596,40.76771927,Friday,10019,Manhattan,10019,Manhattan
700,id3617577,2,3/26/16 18:27,3/26/16 18:33,5,-73.95482635,40.76742172,-73.96992493,40.7623024,Saturday,10021,Manhattan,10022,Manhattan
701,id0808984,2,4/26/16 19:52,4/26/16 20:02,1,-73.96781158,40.76285934,-73.97660065,40.78233337,Tuesday,10022,Manhattan,10024,Manhattan
703,id0265651,1,6/22/16 16:46,6/22/16 16:49,2,-73.98622131,40.74710846,-73.99101257,40.73964691,Wednesday,10001,Manhattan,10003,Manhattan
704,id0633954,1,4/6/16 18:10,4/6/16 18:42,1,-73.96748352,40.76268387,-74.00937653,40.74667358,Wednesday,10022,Manhattan,10011,Manhattan
705,id1046492,2,6/30/16 16:44,6/30/16 16:53,2,-73.95517731,40.78308105,-73.96916199,40.7935791,Thursday,10128,Manhattan,10025,Manhattan
706,id3401416,2,2/14/16 8:39,2/14/16 8:49,1,-73.96941376,40.76269913,-73.99436188,40.73215103,Sunday,10022,Manhattan,10003,Manhattan
707,id1213658,2,5/31/16 21:15,5/31/16 21:20,1,-73.98049164,40.75102615,-73.97202301,40.76279068,Tuesday,10016,Manhattan,10022,Manhattan
708,id0080798,2,6/20/16 20:16,6/20/16 20:26,1,-74.01513672,40.71418762,-73.9753952,40.71761322,Monday,10007,Manhattan,10002,Manhattan
709,id2403400,2,4/13/16 11:27,4/13/16 11:33,2,-73.96258545,40.76717377,-73.95483398,40.78003693,Wednesday,10065,Manhattan,10128,Manhattan
710,id3107458,1,6/23/16 0:09,6/23/16 0:15,1,-74.00139618,40.73093414,-73.99401093,40.74622345,Thursday,10014,Manhattan,10001,Manhattan
712,id2584444,1,4/9/16 18:03,4/9/16 18:11,2,-73.9556427,40.80929184,-73.97240448,40.78634644,Saturday,10027,Manhattan,10024,Manhattan
713,id2523325,2,5/25/16 13:42,5/25/16 13:46,1,-73.97390747,40.79389954,-73.96676636,40.78908157,Wednesday,10025,Manhattan,10025,Manhattan
715,id3084276,2,3/18/16 19:48,3/18/16 19:52,6,-73.9772644,40.76434326,-73.98226166,40.7742691,Friday,10019,Manhattan,10023,Manhattan
716,id1600477,1,5/22/16 21:58,5/22/16 22:11,1,-73.93580627,40.84997177,-73.92355347,40.84693527,Sunday,10033,Manhattan,10453,Bronx
717,id1890300,2,1/13/16 17:57,1/13/16 18:07,1,-74.00453186,40.7333107,-74.00778961,40.70304871,Wednesday,10014,Manhattan,10004,Manhattan
718,id0757676,1,5/25/16 8:45,5/25/16 8:49,1,-73.95590973,40.78788376,-73.95803833,40.78230667,Wednesday,10024,Manhattan,10128,Manhattan
719,id1818483,1,5/11/16 0:42,5/11/16 0:49,1,-73.98703766,40.73922348,-73.97768402,40.7257576,Wednesday,10010,Manhattan,10009,Manhattan
720,id2652837,1,4/19/16 16:47,4/19/16 16:54,3,-74.00571442,40.7367363,-74.00267029,40.74872589,Tuesday,10014,Manhattan,10001,Manhattan
721,id1456458,2,1/15/16 18:42,1/15/16 18:49,1,-73.95014191,40.82202148,-73.94994354,40.80796051,Friday,10031,Manhattan,10027,Manhattan
723,id3955115,2,3/24/16 17:03,3/24/16 17:08,1,-73.96266937,40.76971817,-73.96259308,40.76485825,Thursday,10021,Manhattan,10065,Manhattan
724,id0635524,2,4/4/16 14:09,4/4/16 14:33,1,-73.99176788,40.74917984,-73.96842194,40.7607193,Monday,10001,Manhattan,10022,Manhattan
725,id0711116,2,1/17/16 22:47,1/17/16 22:50,5,-73.98677826,40.72119141,-73.9813385,40.72898865,Sunday,10002,Manhattan,10009,Manhattan
726,id1948930,2,4/23/16 18:10,4/23/16 18:15,1,-73.94996643,40.77124023,-73.96170044,40.77029037,Saturday,10075,Manhattan,10021,Manhattan
727,id3480123,1,1/26/16 17:22,1/26/16 17:50,1,-73.98691559,40.75881958,-73.97302246,40.76487732,Tuesday,10036,Manhattan,10023,Manhattan
728,id2072841,2,6/7/16 10:20,6/7/16 10:43,1,-73.97927856,40.76248169,-73.99159241,40.75027847,Tuesday,10019,Manhattan,10001,Manhattan
729,id3633511,1,5/9/16 23:05,5/9/16 23:17,1,-73.95641327,40.77132797,-73.97956848,40.73305893,Monday,10075,Manhattan,10009,Manhattan
730,id2827889,1,3/19/16 19:07,3/19/16 19:31,2,-73.99480438,40.72948837,-73.98418427,40.76314926,Saturday,10003,Manhattan,10019,Manhattan
731,id0556653,2,5/30/16 13:33,5/30/16 13:41,2,-74.00074768,40.71828079,-73.99613953,40.69094849,Monday,10013,Manhattan,11201,Brooklyn
733,id1922478,2,4/5/16 13:18,4/5/16 13:25,1,-73.95444489,40.8212204,-73.95278931,40.81079102,Tuesday,10031,Manhattan,10027,Manhattan
734,id1340693,1,1/8/16 11:54,1/8/16 11:58,1,-73.98497009,40.7742424,-73.9804306,40.7803688,Friday,10023,Manhattan,10023,Manhattan
735,id0461973,2,2/11/16 12:08,2/11/16 12:46,1,-73.98892212,40.73683167,-73.9826889,40.77692032,Thursday,10003,Manhattan,10023,Manhattan
736,id1374613,1,4/20/16 21:31,4/20/16 21:53,1,-73.99771881,40.74098969,-73.95623016,40.78447723,Wednesday,10011,Manhattan,10128,Manhattan
737,id0620947,1,6/4/16 17:36,6/4/16 17:46,2,-73.95521545,40.78585434,-73.95439148,40.80090332,Saturday,10128,Manhattan,10026,Manhattan
738,id0871223,1,3/14/16 7:55,3/14/16 8:08,1,-73.95388794,40.76695251,-73.95384979,40.78788376,Monday,10021,Manhattan,10029,Manhattan
739,id3631567,1,5/29/16 1:20,5/29/16 1:41,2,-73.98239899,40.7769165,-73.93868256,40.83374786,Sunday,10023,Manhattan,10032,Manhattan
740,id0931156,1,6/21/16 8:22,6/21/16 8:36,1,-73.98651123,40.66110229,-73.97057343,40.67243576,Tuesday,11215,Brooklyn,11215,Brooklyn
741,id3307673,2,3/22/16 6:31,3/22/16 6:37,5,-73.97982025,40.74069977,-73.9920578,40.7492485,Tuesday,10016,Manhattan,10001,Manhattan
742,id1203658,2,5/21/16 14:26,5/21/16 14:45,1,-74.00919342,40.71334839,-74.00447083,40.74156189,Saturday,10007,Manhattan,10011,Manhattan
743,id2695306,1,5/1/16 2:12,5/1/16 2:15,1,-73.98111725,40.74442673,-73.97569275,40.75135422,Sunday,10016,Manhattan,10017,Manhattan
744,id0825711,2,6/27/16 22:39,6/27/16 22:52,1,-73.94863129,40.78151703,-73.97322845,40.78353882,Monday,10128,Manhattan,10024,Manhattan
745,id0606164,1,3/27/16 20:05,3/27/16 20:32,1,-73.97810364,40.75227737,-73.99358368,40.69612885,Sunday,10017,Manhattan,11201,Brooklyn
746,id0047550,1,5/17/16 17:10,5/17/16 17:33,1,-73.97681427,40.75045013,-73.98544312,40.76333237,Tuesday,10017,Manhattan,10019,Manhattan
747,id3770788,2,3/18/16 19:52,3/18/16 19:56,1,-73.96338654,40.75795746,-73.95326233,40.77159882,Friday,10022,Manhattan,10075,Manhattan
748,id0767781,1,5/9/16 7:19,5/9/16 7:28,1,-74.00022125,40.7328186,-73.98503876,40.76027679,Monday,10011,Manhattan,10019,Manhattan
749,id1179349,1,4/11/16 9:31,4/11/16 9:47,2,-73.97167969,40.75541687,-73.98718262,40.76038742,Monday,10017,Manhattan,10036,Manhattan
752,id1201454,2,1/3/16 12:20,1/3/16 12:23,1,-73.97238922,40.74526215,-73.96340942,40.75749588,Sunday,10016,Manhattan,10022,Manhattan
753,id0744544,1,1/22/16 22:44,1/22/16 22:54,1,-73.98683929,40.76094818,-73.95900726,40.76381302,Friday,10036,Manhattan,10065,Manhattan
754,id0923913,2,6/3/16 16:22,6/3/16 16:33,1,-73.98142242,40.76826859,-73.98104095,40.78215027,Friday,10023,Manhattan,10024,Manhattan
755,id1761032,1,4/22/16 9:11,4/22/16 9:44,1,-73.94471741,40.77927017,-73.98000336,40.74581146,Friday,10128,Manhattan,10016,Manhattan
756,id1554407,2,1/20/16 18:32,1/20/16 18:47,2,-73.99666595,40.74272537,-73.98530579,40.72839355,Wednesday,10011,Manhattan,10003,Manhattan
757,id2438420,1,4/21/16 18:59,4/21/16 19:05,1,-73.96625519,40.75406647,-73.95730591,40.76849747,Thursday,10022,Manhattan,10021,Manhattan
758,id1298927,2,4/3/16 20:50,4/3/16 20:58,1,-73.97881317,40.75873947,-73.9828186,40.74206161,Sunday,10020,Manhattan,10016,Manhattan
759,id1256991,2,2/20/16 0:59,2/20/16 1:06,1,-73.98912048,40.74862671,-73.98287201,40.74610901,Saturday,10001,Manhattan,10016,Manhattan
760,id0983980,1,6/4/16 18:24,6/4/16 18:37,1,-73.97302246,40.75774765,-73.98301697,40.76122284,Saturday,10022,Manhattan,10019,Manhattan
761,id2456902,1,3/29/16 7:14,3/29/16 7:27,1,-74.00836945,40.72211838,-73.97655487,40.75175095,Tuesday,10013,Manhattan,10017,Manhattan
762,id1714757,1,4/3/16 23:16,4/3/16 23:31,4,-73.98668671,40.75840759,-74.00504303,40.72372055,Sunday,10036,Manhattan,10013,Manhattan
763,id1014588,1,5/14/16 21:52,5/14/16 22:21,4,-73.98001099,40.72671127,-74.01045227,40.71383667,Saturday,10009,Manhattan,10007,Manhattan
764,id1003405,2,6/2/16 14:32,6/2/16 14:46,6,-74.0010376,40.71870041,-74.00775146,40.72014236,Thursday,10013,Manhattan,10013,Manhattan
765,id3885767,1,2/17/16 17:20,2/17/16 17:51,2,-73.9662323,40.76814651,-73.94850159,40.809021,Wednesday,10065,Manhattan,10027,Manhattan
766,id2022146,2,1/25/16 17:51,1/25/16 18:06,1,-73.96983337,40.75067902,-73.94043732,40.80894852,Monday,10017,Manhattan,10035,Manhattan
767,id0885168,2,6/2/16 21:44,6/2/16 21:59,1,-73.97353363,40.75167847,-73.94882202,40.77386856,Thursday,10017,Manhattan,10028,Manhattan
768,id3027389,1,5/6/16 19:54,5/6/16 19:59,1,-73.96877289,40.76124954,-73.97833252,40.76340103,Friday,10022,Manhattan,10019,Manhattan
769,id2772572,1,6/11/16 1:32,6/11/16 1:46,1,-73.95046997,40.77958679,-73.89605713,40.81646347,Saturday,10128,Manhattan,10459,Bronx
770,id3025140,2,5/27/16 14:46,5/27/16 14:50,2,-73.94700623,40.78009033,-73.94698334,40.7718811,Friday,10128,Manhattan,10028,Manhattan
772,id1309210,1,1/26/16 10:50,1/26/16 11:03,1,-74.01055145,40.71406555,-74.00532532,40.71994019,Tuesday,10007,Manhattan,10013,Manhattan
773,id1928326,1,5/1/16 3:54,5/1/16 3:58,1,-73.9855423,40.75265884,-73.9960022,40.75899124,Sunday,10018,Manhattan,10018,Manhattan
774,id3697489,1,1/13/16 13:53,1/13/16 14:08,1,-73.94898224,40.78157806,-73.98234558,40.77892303,Wednesday,10128,Manhattan,10023,Manhattan
776,id1887303,2,1/5/16 21:25,1/5/16 21:35,1,-73.99743652,40.7193985,-73.98135376,40.72480011,Tuesday,10013,Manhattan,10009,Manhattan
778,id1216848,2,4/17/16 21:37,4/17/16 21:56,5,-73.98455048,40.76094818,-73.98647308,40.72222137,Sunday,10019,Manhattan,10002,Manhattan
779,id1088749,1,5/16/16 12:18,5/16/16 12:33,1,-73.96829224,40.76225281,-73.98801422,40.74120331,Monday,10022,Manhattan,10010,Manhattan
781,id3923685,1,2/7/16 1:50,2/7/16 2:01,1,-73.98590088,40.74698257,-74.00527954,40.71562958,Sunday,10001,Manhattan,10007,Manhattan
782,id1683694,1,5/7/16 23:43,5/7/16 23:50,3,-73.98825073,40.72783279,-73.97607422,40.74027252,Saturday,10003,Manhattan,10016,Manhattan
783,id1715659,2,5/24/16 20:22,5/24/16 20:28,3,-73.98487091,40.74311829,-73.99948883,40.73765945,Tuesday,10016,Manhattan,10011,Manhattan
784,id0136242,1,1/11/16 10:58,1/11/16 11:10,1,-73.96550751,40.75912857,-73.98803711,40.76043701,Monday,10022,Manhattan,10036,Manhattan
785,id0408653,1,3/10/16 22:43,3/10/16 23:07,1,-73.98360443,40.72679901,-73.91761017,40.70514679,Thursday,10009,Manhattan,11237,Brooklyn
786,id2995631,2,6/28/16 18:07,6/28/16 18:20,1,-73.96084595,40.78105164,-73.97458649,40.76494598,Tuesday,10028,Manhattan,10019,Manhattan
787,id2024551,2,2/5/16 9:33,2/5/16 9:50,1,-73.99183655,40.73119354,-73.98497009,40.74781799,Friday,10003,Manhattan,10001,Manhattan
788,id0000967,2,2/27/16 15:30,2/27/16 15:35,1,-73.97216034,40.75592422,-73.98228455,40.75704193,Saturday,10017,Manhattan,10036,Manhattan
